year,month,day,date,temp_observ,precip,wind,temp_low,temp_medium,temp_high,precip_low,precip_medium,precip_high,wind_low,wind_medium,wind_high,multiplier,total_cust,holiday
2011,1,1,1/1/11,2.772727273,0.069333333,2.575,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,959,
2011,1,2,1/2/11,7.327272727,1.037349398,3.925,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,781,
2011,1,3,1/3/11,-3.06,1.878823529,3.625,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1301,
2011,1,4,1/4/11,-3.1,0,1.8,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1536,
2011,1,5,1/5/11,-1.772727273,0,2.95,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1571,
2011,1,6,1/6/11,-4.245454545,0,1.6,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1573,
2011,1,7,1/7/11,-1.57,0.101204819,2.55,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1493,
2011,1,8,1/8/11,-2.472727273,0.285057471,4.575,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,939,
2011,1,9,1/9/11,-6.072727273,0.283529412,6.425,-0.05,0,0,0,-0.05,0,0,0,-0.1,-0.2,802,
2011,1,10,1/10/11,-5.177777778,0,2.975,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1298,
2011,1,11,1/11/11,-3.1,0.460240964,1.35,-0.05,0,0,0,-0.05,0,0.05,0,0,-0.05,1231,
2011,1,12,1/12/11,-3.38,3.52688172,5.675,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,1141,
2011,1,13,1/13/11,-4.16,0,5.025,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,1383,
2011,1,14,1/14/11,-5.83,0.003797468,2.125,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1384,
2011,1,15,1/15/11,-3.945454545,0,2.2,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1240,
2011,1,16,1/16/11,0.409090909,0,3.3,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1188,
2011,1,17,1/17/11,-2.12,0.420512821,3.1,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,993,1
2011,1,18,1/18/11,-1.77,10.54157303,3.25,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,672,
2011,1,19,1/19/11,1.122222222,0.88452381,3.275,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1631,
2011,1,20,1/20/11,-0.44,0.04025974,3.275,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1896,
2011,1,21,1/21/11,-1.472727273,0.831818182,6.125,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,1522,
2011,1,22,1/22/11,-9.590909091,0,2.375,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,969,
2011,1,23,1/23/11,-8.072727273,0,3.625,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,977,
2011,1,24,1/24/11,-11.87272727,0,2.55,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1405,
2011,1,25,1/25/11,-2.081818182,0,1.575,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1971,
2011,1,26,1/26/11,0.5,9.01625,5.075,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,500,
2011,1,27,1/27/11,-1.318181818,29.52911392,3.2,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,424,
2011,1,28,1/28/11,-1.863636364,0.134177215,1.675,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1151,
2011,1,29,1/29/11,-4.22,1.44,1.875,-0.05,0,0,0,0,-0.1,0.05,0,0,-0.1,1070,
2011,1,30,1/30/11,-4.6,0,1.2,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1084,
2011,1,31,1/31/11,-2.94,0,2.675,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1418,
2011,2,1,2/1/11,-3.081818182,0.497468354,1.2,-0.05,0,0,0,-0.05,0,0.05,0,0,-0.05,1331,
2011,2,2,2/2/11,0.718181818,18.68068182,4.65,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1502,
2011,2,3,2/3/11,-2.472727273,0.384810127,4.2,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,1534,
2011,2,4,2/4/11,-3.281818182,0,1.875,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1691,
2011,2,5,2/5/11,0.972727273,1.992307692,2.4,-0.05,0,0,0,0,-0.1,0.05,0,0,-0.1,992,
2011,2,6,2/6/11,1.927272727,2.756,2.725,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1603,
2011,2,7,2/7/11,-1.72,0,0.975,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1687,
2011,2,8,2/8/11,1.209090909,0.209411765,6.525,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,1510,
2011,2,9,2/9/11,-6.1,0.003797468,2.975,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1592,
2011,2,10,2/10/11,-5.209090909,0.531111111,3.65,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,1520,
2011,2,11,2/11/11,-7.790909091,0.124390244,1.425,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1724,
2011,2,12,2/12/11,-3.227272727,0,3.55,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1455,
2011,2,13,2/13/11,2.481818182,0,3.825,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1558,
2011,2,14,2/14/11,7.872727273,0,7.5,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,1892,
2011,2,15,2/15/11,-0.409090909,0,4.425,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1780,
2011,2,16,2/16/11,1.072727273,0,3.475,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2079,
2011,2,17,2/17/11,6.818181818,0,3.4,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2443,
2011,2,18,2/18/11,12.89090909,0,5,-0.05,0,0,0.05,0,0,0,0,0,0,2892,
2011,2,19,2/19/11,7.718181818,0.01025641,10.075,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,1609,
2011,2,20,2/20/11,0.5,0.067948718,3.65,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1787,
2011,2,21,2/21/11,5.809090909,0.874117647,4.25,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1093,1
2011,2,22,2/22/11,-4.381818182,9.054945055,3.2,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1432,
2011,2,23,2/23/11,-4.16,0.14556962,1.15,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,1879,
2011,2,24,2/24/11,-0.245454545,0.18625,3.2,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1786,
2011,2,25,2/25/11,6.763636364,7.362637363,6.425,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,1443,
2011,2,26,2/26/11,1.163636364,2.745121951,2.975,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1943,
2011,2,27,2/27/11,3.527272727,0.006849315,2,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,2371,
2011,2,28,2/28/11,10.35,6.123595506,4.175,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1430,
2011,3,1,3/1/11,1.072727273,11.17977528,3.325,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1832,
2011,3,2,3/2/11,1.872727273,0.003896104,5.3,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,2109,
2011,3,3,3/3/11,-3.1,0,3.325,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1659,
2011,3,4,3/4/11,-0.345454545,0,3.675,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1923,
2011,3,5,3/5/11,7.736363636,0.041891892,4.4,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2054,
2011,3,6,3/6/11,10.91111111,7.597619048,5.85,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,582,
2011,3,7,3/7/11,1.927272727,32.89347826,5.975,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,1842,
2011,3,8,3/8/11,0.2,0.010666667,1.925,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,2097,
2011,3,9,3/9/11,3.336363636,0.091025641,4.425,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,1868,
2011,3,10,3/10/11,9.263636364,20.93956044,5.5,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,616,
2011,3,11,3/11/11,4.5,31.92247191,3.8,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1953,
2011,3,12,3/12/11,4.4,0.026027397,3.275,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2104,
2011,3,13,3/13/11,6.145454545,0.004109589,4.225,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2375,
2011,3,14,3/14/11,1.718181818,0.010526316,2.2,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,2032,
2011,3,15,3/15/11,2.572727273,0.624358974,2.95,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,2024,
2011,3,16,3/16/11,6.572727273,15.06774194,3.275,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2172,
2011,3,17,3/17/11,7.827272727,0.018181818,3.225,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2718,
2011,3,18,3/18/11,14.1,0,3.525,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,3194,
2011,3,19,3/19/11,10.8,0.022077922,5.75,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,3056,
2011,3,20,3/20/11,2.9,0.004,3.3,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2418,
2011,3,21,3/21/11,8.027272727,4.447727273,3.9,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2058,
2011,3,22,3/22/11,10.54545455,3.479069767,3.55,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2667,
2011,3,23,3/23/11,6.68,1.96741573,4.2,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2101,
2011,3,24,3/24/11,3.881818182,7.923076923,3.825,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1844,
2011,3,25,3/25/11,-0.154545455,0.685185185,3.525,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,2186,
2011,3,26,3/26/11,-0.118181818,0.004166667,3.05,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2458,
2011,3,27,3/27/11,-0.01,0.5875,2.825,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,1665,
2011,3,28,3/28/11,-0.4,0.10375,3.325,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2004,
2011,3,29,3/29/11,1.12,0,3.125,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2397,
2011,3,30,3/30/11,3.85,0.53125,2.775,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,1519,
2011,3,31,3/31/11,2.836363636,4.421212121,3.15,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1668,
2011,4,1,4/1/11,3.327272727,4.884042553,4.6,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2192,
2011,4,2,4/2/11,3.690909091,0.474698795,3.325,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,2225,
2011,4,3,4/3/11,5.354545455,1.791666667,3.675,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,3212,
2011,4,4,4/4/11,14.99090909,0.415555556,5.9,-0.05,0,0,0,-0.05,0,0,0,-0.1,-0.2,3079,
2011,4,5,4/5/11,12.67272727,7.410416667,6.325,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,1768,
2011,4,6,4/6/11,4.654545455,3.462352941,4.225,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2776,
2011,4,7,4/7/11,7.772727273,0,3.15,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,3001,
2011,4,8,4/8/11,7,2.539772727,3.55,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1454,
2011,4,9,4/9/11,6.518181818,8.691954023,2,-0.05,0,0,0,0,-0.1,0.05,0,0,-0.1,2428,
2011,4,10,4/10/11,9.77,0.18974359,2.825,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,2850,
2011,4,11,4/11/11,17.48181818,0.014864865,5.25,0,0.05,0,0.05,0,0,0,0,-0.1,0,3304,
2011,4,12,4/12/11,16.66363636,1.869047619,5.15,0,0.05,0,0,0,-0.1,0,0,-0.1,-0.15,1997,
2011,4,13,4/13/11,9.77,13.02359551,4.133333333,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,2128,
2011,4,14,4/14/11,9.55,1.497560976,1.9,-0.05,0,0,0,0,-0.1,0.05,0,0,-0.1,3210,
2011,4,15,4/15/11,10.11,0.006756757,4.825,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,3083,1
2011,4,16,4/16/11,10.67,3.833333333,6.7,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,775,
2011,4,17,4/17/11,10.11,26.31348315,4.8,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,3678,
2011,4,18,4/18/11,12.4,0.006849315,2.725,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,3369,
2011,4,19,4/19/11,14.94,0.353846154,2.575,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,3139,
2011,4,20,4/20/11,16.23,1.718072289,4.25,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3898,
2011,4,21,4/21/11,10.9,0.004166667,5.3,-0.05,0,0,0.05,0,0,0,0,-0.1,-0.1,3992,
2011,4,22,4/22/11,6.95,1.11038961,4.1,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,1648,
2011,4,23,4/23/11,9.945454545,10.71573034,3.375,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,3970,
2011,4,24,4/24/11,16.99,2.204819277,2.775,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4116,
2011,4,25,4/25/11,20.35454545,10.15517241,3.075,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4021,
2011,4,26,4/26/11,21.16363636,0.006756757,5.375,0,0.05,0,0.05,0,0,0,0,-0.1,0,4331,
2011,4,27,4/27/11,20.80909091,0.867948718,5.1,0,0.05,0,0,0,-0.1,0,0,-0.1,-0.15,3809,
2011,4,28,4/28/11,22.56,6.898850575,4.875,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3996,
2011,4,29,4/29/11,13.84,5.811688312,4.225,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,4437,
2011,4,30,4/30/11,10.31818182,0.004477612,3.175,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,5214,
2011,5,1,5/1/11,10.81818182,0.208860759,1.275,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,3295,
2011,5,2,5/2/11,15.19090909,0.971428571,3.15,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4329,
2011,5,3,5/3/11,18.93636364,0.106024096,4.825,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4366,
2011,5,4,5/4/11,8.218181818,12.23913043,5.275,-0.05,0,0,0,0,-0.1,0,0,-0.1,-0.25,2595,
2011,5,5,5/5/11,9.654545455,4.656818182,4.65,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,4338,
2011,5,6,5/6/11,10.35454545,0.354117647,3.25,-0.05,0,0,0,-0.05,0,0,-0.05,0,-0.15,4536,
2011,5,7,5/7/11,12.89090909,1.156321839,2.525,-0.05,0,0,0,0,-0.1,0,-0.05,0,-0.2,4616,
2011,5,8,5/8/11,13.32,0.011538462,1.35,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,4245,
2011,5,9,5/9/11,13.72727273,0.05,2.775,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,4283,
2011,5,10,5/10/11,14.05,0.00375,2.05,-0.05,0,0,0.05,0,0,0.05,0,0,0.05,4733,
2011,5,11,5/11/11,14.92727273,0,2.7,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,4104,
2011,5,12,5/12/11,14.64545455,0,2.925,-0.05,0,0,0.05,0,0,0,-0.05,0,-0.05,4770,
2011,5,13,5/13/11,15.73,0.146987952,3.55,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4038,
2011,5,14,5/14/11,15.66363636,1.579069767,2.7,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3352,
2011,5,15,5/15/11,17.67272727,15.02173913,2.375,0,0.05,0,0,0,-0.1,0.05,0,0,0,4484,
2011,5,16,5/16/11,16.92727273,5.955913978,2.275,0,0.05,0,0,0,-0.1,0.05,0,0,0,3909,
2011,5,17,5/17/11,17.07272727,7.656521739,5.4,0,0.05,0,0,0,-0.1,0,0,-0.1,-0.15,4067,
2011,5,18,5/18/11,17.67272727,8.498947368,3.125,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3812,
2011,5,19,5/19/11,14.68,5.790816327,1.625,-0.05,0,0,0,0,-0.1,0.05,0,0,-0.1,4503,
2011,5,20,5/20/11,15.00909091,4.139784946,2.4,0,0.05,0,0,0,-0.1,0.05,0,0,0,4844,
2011,5,21,5/21/11,17.12,0.07875,1.975,0,0.05,0,0.05,0,0,0.05,0,0,0.15,5731,
2011,5,22,5/22/11,18.52727273,0.003614458,3.125,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4596,
2011,5,23,5/23/11,20.4,2.080645161,3.75,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4224,
2011,5,24,5/24/11,21.89,0.660227273,3,0,0.05,0,0,-0.05,0,0,-0.05,0,-0.05,4422,
2011,5,25,5/25/11,21.31818182,1.804494382,2.4,0,0.05,0,0,0,-0.1,0.05,0,0,0,4917,
2011,5,26,5/26/11,23.26363636,0.003571429,3.35,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4631,
2011,5,27,5/27/11,22.01818182,0.213414634,3.675,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4622,
2011,5,28,5/28/11,20.5,2.301123596,3.65,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4693,
2011,5,29,5/29/11,22.34,0.192682927,3.1,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4743,
2011,5,30,5/30/11,24.94,0,1.875,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4047,1
2011,5,31,5/31/11,26.1,0,1.625,0,0.05,0,0.05,0,0,0.05,0,0,0.15,3940,
2011,6,1,6/1/11,26.05454545,0.097701149,3.25,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,3931,
2011,6,2,6/2/11,22.77272727,1.013978495,5.025,0,0.05,0,0,0,-0.1,0,0,-0.1,-0.15,4912,
2011,6,3,6/3/11,16.41818182,0.030120482,3.475,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,5242,
2011,6,4,6/4/11,17.37272727,0.007317073,1.825,0,0.05,0,0.05,0,0,0.05,0,0,0.15,5248,
2011,6,5,6/5/11,19.52727273,0.431460674,2.275,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4859,
2011,6,6,6/6/11,20.34545455,0.51011236,1.85,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4488,
2011,6,7,6/7/11,20.91818182,0,2.4,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4783,
2011,6,8,6/8/11,23.83636364,0.023529412,1.95,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4358,
2011,6,9,6/9/11,26.26363636,0.261728395,2.6,0,0.05,0,0,-0.05,0,0,-0.05,0,-0.05,3888,
2011,6,10,6/10/11,24.18181818,5.554736842,2.066666667,0,0.05,0,0,0,-0.1,0.05,0,0,0,4540,
2011,6,11,6/11/11,24.3,1.642105263,2.4,0,0.05,0,0,0,-0.1,0.05,0,0,0,4901,
2011,6,12,6/12/11,22.71818182,2.587058824,2.1,0,0.05,0,0,0,-0.1,0.05,0,0,0,4407,
2011,6,13,6/13/11,18.2,6.756976744,4.5,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4969,
2011,6,14,6/14/11,17.42727273,0.013580247,4.133333333,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4829,
2011,6,15,6/15/11,16.78181818,0.0075,2.433333333,0,0.05,0,0.05,0,0,0.05,0,0,0.15,5123,
2011,6,16,6/16/11,18.09090909,1.664634146,3.033333333,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3725,
2011,6,17,6/17/11,19.2,17.03368421,2.233333333,0,0.05,0,0,0,-0.1,0.05,0,0,0,4772,
2011,6,18,6/18/11,22.07272727,5.7,2.033333333,0,0.05,0,0,0,-0.1,0.05,0,0,0,5054,
2011,6,19,6/19/11,22.37272727,0.616666667,1.733333333,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4676,
2011,6,20,6/20/11,19.48181818,6.010344828,2.366666667,0,0.05,0,0,0,-0.1,0.05,0,0,0,3967,
2011,6,21,6/21/11,20.85454545,1.674444444,2.3,0,0.05,0,0,0,-0.1,0.05,0,0,0,4769,
2011,6,22,6/22/11,24.34545455,0.692857143,2.366666667,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4445,
2011,6,23,6/23/11,25.34545455,0.030487805,3.4,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4724,
2011,6,24,6/24/11,23.5,0.013924051,3.433333333,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4930,
2011,6,25,6/25/11,21.42222222,0,2.875,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,5114,
2011,6,26,6/26/11,20.38,0.052,1.825,0,0.05,0,0.05,0,0,0.05,0,0,0.15,5241,
2011,6,27,6/27/11,21.38,0.52625,1.8,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4655,
2011,6,28,6/28/11,22.81818182,0.562962963,2.35,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4580,
2011,6,29,6/29/11,22.99,3.503529412,3.775,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,5155,
2011,6,30,6/30/11,20.16,0.388,2.35,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,5456,
2011,7,1,7/1/11,21.53333333,0.029113924,1.975,0,0.05,0,0.05,0,0,0.05,0,0,0.15,5296,
2011,7,2,7/2/11,20.48888889,0.017567568,1.9,0,0.05,0,0.05,0,0,0.05,0,0,0.15,5052,
2011,7,3,7/3/11,21.55555556,14.79222222,2.666666667,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4591,
2011,7,4,7/4/11,22.78888889,5.654117647,1.633333333,0,0.05,0,0,0,-0.1,0.05,0,0,0,5975,1
2011,7,5,7/5/11,23.3,0.625287356,1.9,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4614,
2011,7,6,7/6/11,24.33333333,0.149382716,2.125,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4569,
2011,7,7,7/7/11,23.08888889,1.06,2.625,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4507,
2011,7,8,7/8/11,24.06666667,5.843373494,2.775,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3979,
2011,7,9,7/9/11,22.79,26.39673913,2.375,0,0.05,0,0,0,-0.1,0.05,0,0,0,5268,
2011,7,10,7/10/11,22.88888889,0.01375,2.4,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4827,
2011,7,11,7/11/11,24.33,1.104819277,3.75,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4040,
2011,7,12,7/12/11,25.84,5.287755102,3.175,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4207,
2011,7,13,7/13/11,25.17777778,1.796511628,2.375,0,0.05,0,0,0,-0.1,0.05,0,0,0,4289,
2011,7,14,7/14/11,19.75555556,13.33010753,3.425,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,5017,
2011,7,15,7/15/11,20.54444444,0.055421687,2.5,0,0.05,0,0.05,0,0,0,0,0,0.1,5475,
2011,7,16,7/16/11,21.09,0,2.975,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,5847,
2011,7,17,7/17/11,22.57777778,0,3,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,5245,
2011,7,18,7/18/11,23.45555556,0.040243902,2.875,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4404,
2011,7,19,7/19/11,25.625,0.374698795,1.975,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4469,
2011,7,20,7/20/11,25.2125,2.58021978,1.85,0,0.05,0,0,0,-0.1,0.05,0,0,0,4273,
2011,7,21,7/21/11,27.575,0,2.9,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,3737,
2011,7,22,7/22/11,27.91111111,0.015662651,1.95,0,0.05,0,0.05,0,0,0.05,0,0,0.15,3348,
2011,7,23,7/23/11,28.13333333,0.120238095,2.4,0,0.05,0,0.05,0,0,0.05,0,0,0.15,3241,
2011,7,24,7/24/11,28.21111111,0.574074074,2.725,0,0.05,0,0,-0.05,0,0,-0.05,0,-0.05,3562,
2011,7,25,7/25/11,25.66,3.774157303,1.85,0,0.05,0,0,0,-0.1,0.05,0,0,0,3790,
2011,7,26,7/26/11,24.6,17.63505155,2.825,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4510,
2011,7,27,7/27/11,24.44,0.02875,2.6,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4602,
2011,7,28,7/28/11,24.28,0,2.275,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4346,
2011,7,29,7/29/11,26.16,0.003896104,2.95,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,3819,
2011,7,30,7/30/11,26.45,0,2.55,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4417,
2011,7,31,7/31/11,25.51,0.033783784,2.475,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4262,
2011,8,1,8/1/11,25.90909091,0.82625,2.55,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4216,
2011,8,2,8/2/11,24.90909091,2.990526316,3,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4804,
2011,8,3,8/3/11,24.74545455,1.386904762,1.525,0,0.05,0,0,0,-0.1,0.05,0,0,0,3529,
2011,8,4,8/4/11,24.02727273,4.142553191,3.475,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4529,
2011,8,5,8/5/11,23.38181818,0.228235294,3.125,0,0.05,0,0.05,0,0,0,-0.05,0,0.05,4818,
2011,8,6,8/6/11,23.70833333,1.22625,3.95,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4245,
2011,8,7,8/7/11,25.63333333,9.843820225,2.55,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,3737,
2011,8,8,8/8/11,25.49090909,5.802150538,2.975,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4276,
2011,8,9,8/9/11,24.65454545,0.286904762,2.2,0,0.05,0,0,-0.05,0,0.05,0,0,0.05,4550,
2011,8,10,8/10/11,23.61666667,2.347252747,3.175,0,0.05,0,0,0,-0.1,0,-0.05,0,-0.1,4710,
2011,8,11,8/11/11,21.11666667,0.13902439,2.375,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4737,
2011,8,12,8/12/11,21.10909091,0.023376623,2.025,0,0.05,0,0.05,0,0,0.05,0,0,0.15,4848,
